indicador;nombre de indicador;a?o;ccaa;sexo;valor;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Madrid, Comunidad de (MD);total;116.64;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Galicia (GA);total;116.48;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Extremadura (EX);total;103.23;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Comunitat Valenciana (VC);total;115.73;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Catalu?a (CT);total;136.99;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Castilla - La Mancha (CM);total;99.83;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Castilla y Le?n (CL);total;120.76;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Cantabria (CB);total;108.33;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Canarias (CN);total;109.28;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Balears, Illes (IB);total;163.56;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Asturias, Principado de (AS);total;119.13;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Arag?n (AR);total;128.05;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2004;Andaluc?a (AN);total;104.91;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Espa?a (ES);total;118.52;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Melilla (ML);total;102.39;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Ceuta (CE);total;102.12;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;La Rioja (RI);total;101.1;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Pa?s Vasco (PV);total;133.01;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Navarra, C. Foral de (NC);total;131.59;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Murcia, Regi?n de (MC);total;117.16;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Madrid, Comunidad de (MD);total;115.94;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Galicia (GA);total;113.0;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Extremadura (EX);total;106.1;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Comunitat Valenciana (VC);total;117.43;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Catalu?a (CT);total;136.63;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Castilla - La Mancha (CM);total;99.37;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Castilla y Le?n (CL);total;120.71;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Cantabria (CB);total;108.08;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Canarias (CN);total;109.59;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Balears, Illes (IB);total;153.35;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Asturias, Principado de (AS);total;122.6;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Arag?n (AR);total;130.35;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2003;Andaluc?a (AN);total;105.21;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Espa?a (ES);total;118.36;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Melilla (ML);total;109.74;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Ceuta (CE);total;101.01;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;La Rioja (RI);total;99.94;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Pa?s Vasco (PV);total;130.83;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Navarra, C. Foral de (NC);total;132.28;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Murcia, Regi?n de (MC);total;111.71;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Madrid, Comunidad de (MD);total;115.04;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Galicia (GA);total;110.37;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Extremadura (EX);total;102.59;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Comunitat Valenciana (VC);total;118.87;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Catalu?a (CT);total;140.36;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Castilla - La Mancha (CM);total;97.83;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Castilla y Le?n (CL);total;119.77;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Cantabria (CB);total;106.32;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Canarias (CN);total;107.75;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Balears, Illes (IB);total;153.38;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Asturias, Principado de (AS);total;122.02;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Arag?n (AR);total;128.74;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2002;Andaluc?a (AN);total;105.59;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Espa?a (ES);total;119.34;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Melilla (ML);total;104.87;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Ceuta (CE);total;119.63;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;La Rioja (RI);total;101.05;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Pa?s Vasco (PV);total;134.49;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Navarra, C. Foral de (NC);total;137.2;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Murcia, Regi?n de (MC);total;113.25;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Madrid, Comunidad de (MD);total;117.38;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Galicia (GA);total;110.54;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Extremadura (EX);total;112.12;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Comunitat Valenciana (VC);total;118.12;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Catalu?a (CT);total;138.96;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Castilla - La Mancha (CM);total;95.6;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Castilla y Le?n (CL);total;122.09;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Cantabria (CB);total;103.39;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Canarias (CN);total;111.83;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Balears, Illes (IB);total;159.76;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Asturias, Principado de (AS);total;118.17;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Arag?n (AR);total;129.04;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2001;Andaluc?a (AN);total;106.54;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Espa?a (ES);total;119.2;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Melilla (ML);total;103.2;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Ceuta (CE);total;117.37;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;La Rioja (RI);total;95.14;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Pa?s Vasco (PV);total;132.99;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Navarra, C. Foral de (NC);total;140.35;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Murcia, Regi?n de (MC);total;115.56;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Madrid, Comunidad de (MD);total;118.93;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Galicia (GA);total;112.39;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Extremadura (EX);total;101.25;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Comunitat Valenciana (VC);total;118.89;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Catalu?a (CT);total;139.09;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Castilla - La Mancha (CM);total;96.46;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Castilla y Le?n (CL);total;119.69;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Cantabria (CB);total;103.8;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Canarias (CN);total;108.12;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Balears, Illes (IB);total;163.77;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Asturias, Principado de (AS);total;120.49;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Arag?n (AR);total;124.12;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;2000;Andaluc?a (AN);total;106.57;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Espa?a (ES);total;117.29;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Melilla (ML);total;99.54;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Ceuta (CE);total;128.73;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;La Rioja (RI);total;98.5;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Pa?s Vasco (PV);total;130.74;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Navarra, C. Foral de (NC);total;138.48;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Murcia, Regi?n de (MC);total;113.05;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Madrid, Comunidad de (MD);total;116.78;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Galicia (GA);total;108.73;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Extremadura (EX);total;97.48;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Comunitat Valenciana (VC);total;117.1;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Catalu?a (CT);total;136.57;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Castilla - La Mancha (CM);total;94.2;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Castilla y Le?n (CL);total;116.13;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Cantabria (CB);total;105.34;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Canarias (CN);total;116.92;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Balears, Illes (IB);total;162.15;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Asturias, Principado de (AS);total;113.7;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Arag?n (AR);total;124.16;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1999;Andaluc?a (AN);total;104.49;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Espa?a (ES);total;115.75;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Melilla (ML);total;98.79;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Ceuta (CE);total;139.46;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;La Rioja (RI);total;97.94;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Pa?s Vasco (PV);total;127.27;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Navarra, C. Foral de (NC);total;139.36;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Murcia, Regi?n de (MC);total;110.63;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Madrid, Comunidad de (MD);total;113.9;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Galicia (GA);total;109.74;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Extremadura (EX);total;97.48;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Comunitat Valenciana (VC);total;114.92;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Catalu?a (CT);total;135.11;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Castilla - La Mancha (CM);total;92.69;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Castilla y Le?n (CL);total;111.35;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Cantabria (CB);total;105.22;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Canarias (CN);total;114.4;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Balears, Illes (IB);total;164.1;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Asturias, Principado de (AS);total;110.31;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Arag?n (AR);total;122.53;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1998;Andaluc?a (AN);total;104.61;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Espa?a (ES);total;114.31;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Melilla (ML);total;103.12;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Ceuta (CE);total;144.45;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;La Rioja (RI);total;100.33;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Pa?s Vasco (PV);total;123.83;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Navarra, C. Foral de (NC);total;138.8;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Murcia, Regi?n de (MC);total;110.03;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Madrid, Comunidad de (MD);total;114.83;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Galicia (GA);total;109.48;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Extremadura (EX);total;96.82;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Comunitat Valenciana (VC);total;110.92;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Catalu?a (CT);total;132.45;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Castilla - La Mancha (CM);total;93.7;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Castilla y Le?n (CL);total;109.81;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Cantabria (CB);total;106.35;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Canarias (CN);total;112.52;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Balears, Illes (IB);total;161.93;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Asturias, Principado de (AS);total;109.62;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Arag?n (AR);total;121.21;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1997;Andaluc?a (AN);total;102.95;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Espa?a (ES);total;113.24;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Melilla (ML);total;101.66;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Ceuta (CE);total;152.64;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;La Rioja (RI);total;95.82;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Pa?s Vasco (PV);total;122.79;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Navarra, C. Foral de (NC);total;136.81;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Murcia, Regi?n de (MC);total;108.46;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Madrid, Comunidad de (MD);total;116.24;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Galicia (GA);total;107.93;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Extremadura (EX);total;101.17;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Comunitat Valenciana (VC);total;107.0;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Catalu?a (CT);total;132.53;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Castilla - La Mancha (CM);total;92.49;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Castilla y Le?n (CL);total;108.53;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Cantabria (CB);total;106.32;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Canarias (CN);total;108.97;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Balears, Illes (IB);total;154.97;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Asturias, Principado de (AS);total;109.32;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Arag?n (AR);total;120.25;
5050;Frecuentaci?n de ingresos hospitalarios por 1000 hab./a?o;1996;Andaluc?a (AN);total;101.41;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Espa?a (ES);total;14.157095789778992;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;La Rioja (RI);total;14.246562907979232;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Pa?s Vasco (PV);total;14.322612371102991;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Navarra, C. Foral de (NC);total;14.772145382879263;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Murcia, Regi?n de (MC);total;14.029436507822437;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Madrid, Comunidad de (MD);total;11.210510773525256;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Galicia (GA);total;11.955336248218591;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Extremadura (EX);total;16.161387923260467;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Comunitat Valenciana (VC);total;15.08962664246066;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Catalu?a (CT);total;13.34408922662015;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Castilla - La Mancha (CM);total;13.608445699159196;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Castilla y Le?n (CL);total;15.81889676113807;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Cantabria (CB);total;14.196929237212675;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Canarias (CN);total;13.77695551915687;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Balears, Illes (IB);total;11.792944523990325;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Asturias, Principado de (AS);total;11.94726760869727;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Arag?n (AR);total;12.773942210530256;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2019;Andaluc?a (AN);total;18.005459225842074;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Espa?a (ES);total;13.927527283013536;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;La Rioja (RI);total;14.29976662438277;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Pa?s Vasco (PV);total;13.913281015921195;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Navarra, C. Foral de (NC);total;14.445640355693905;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Murcia, Regi?n de (MC);total;13.908388820438661;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Madrid, Comunidad de (MD);total;11.47554995120022;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Galicia (GA);total;11.930847476265336;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Extremadura (EX);total;15.750395539430837;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Comunitat Valenciana (VC);total;13.14983999443228;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Catalu?a (CT);total;12.977087821824766;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Castilla - La Mancha (CM);total;16.960569752940245;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Castilla y Le?n (CL);total;15.247089356979068;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Cantabria (CB);total;14.140069584310222;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Canarias (CN);total;13.494253855152882;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Balears, Illes (IB);total;12.04696083422467;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Asturias, Principado de (AS);total;12.552167070858683;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Arag?n (AR);total;12.668147344421229;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2018;Andaluc?a (AN);total;17.446550033906394;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Espa?a (ES);total;13.466162826038172;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;La Rioja (RI);total;14.091930317220374;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Pa?s Vasco (PV);total;14.122185388240425;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Navarra, C. Foral de (NC);total;14.272162907153973;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Murcia, Regi?n de (MC);total;13.85567148292543;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Madrid, Comunidad de (MD);total;11.632687961098028;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Galicia (GA);total;12.116388029315862;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Extremadura (EX);total;15.723453440794554;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Comunitat Valenciana (VC);total;12.84665048077929;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Catalu?a (CT);total;13.227141991667068;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Castilla - La Mancha (CM);total;16.692784802223873;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Castilla y Le?n (CL);total;15.520829612689388;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Cantabria (CB);total;14.159116005347899;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Canarias (CN);total;13.705492119553742;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Balears, Illes (IB);total;11.970802942636276;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Asturias, Principado de (AS);total;12.595320578958466;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Arag?n (AR);total;12.718686646654817;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2017;Andaluc?a (AN);total;14.0928135805062;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Espa?a (ES);total;13.534726620256707;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;La Rioja (RI);total;14.1087511908837;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Pa?s Vasco (PV);total;14.279537083809574;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Navarra, C. Foral de (NC);total;14.60237494166107;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Murcia, Regi?n de (MC);total;13.513034631684897;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Madrid, Comunidad de (MD);total;11.631036238649022;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Galicia (GA);total;12.102127279931643;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Extremadura (EX);total;16.093009592052567;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Comunitat Valenciana (VC);total;13.00873835169748;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Catalu?a (CT);total;13.264462164280516;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Castilla - La Mancha (CM);total;16.36585531343941;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Castilla y Le?n (CL);total;15.622974932413427;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Cantabria (CB);total;17.381761886203204;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Canarias (CN);total;14.055787213452431;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Balears, Illes (IB);total;11.922195858305741;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Asturias, Principado de (AS);total;12.755929375347119;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Arag?n (AR);total;11.533646277067716;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2016;Andaluc?a (AN);total;14.215410284894636;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Espa?a (ES);total;13.417326229075297;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;La Rioja (RI);total;13.6594701733708;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Pa?s Vasco (PV);total;14.484841131109427;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Navarra, C. Foral de (NC);total;14.500654508915087;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Murcia, Regi?n de (MC);total;13.241482988837891;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Madrid, Comunidad de (MD);total;11.299745056464698;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Galicia (GA);total;11.981894432505115;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Extremadura (EX);total;16.03203355078752;
6040;Porcentaje del gasto sanitario en atenci?n primaria;2015;Comunitat Valenciana (VC);total;12.355983417008776;
