Comunidad Autónoma y Provincia;Tipo de índice;años;Total
Galicia;Promedio de estancias/enfermo;1993;11,79
Galicia;Promedio de estancias/enfermo;1992;12,68
Galicia;Promedio de estancias/enfermo;1991;12,80
Galicia;Índice de rotación;2000;..
Galicia;Índice de rotación;1999;..
Galicia;Índice de rotación;1998;..
Galicia;Índice de rotación;1997;28,48
Galicia;Índice de rotación;1996;27,61
Galicia;Índice de rotación;1995;26,32
Galicia;Índice de rotación;1994;25,63
Galicia;Índice de rotación;1993;24,47
Galicia;Índice de rotación;1992;22,40
Galicia;Índice de rotación;1991;22,60
Galicia;Actos quirúrgicos/quirófano;2000;..
Galicia;Actos quirúrgicos/quirófano;1999;..
Galicia;Actos quirúrgicos/quirófano;1998;..
Galicia;Actos quirúrgicos/quirófano;1997;870,30
Galicia;Actos quirúrgicos/quirófano;1996;843,93
Galicia;Actos quirúrgicos/quirófano;1995;764,27
Galicia;Actos quirúrgicos/quirófano;1994;674,74
Galicia;Actos quirúrgicos/quirófano;1993;636,53
Galicia;Actos quirúrgicos/quirófano;1992;650,79
Galicia;Actos quirúrgicos/quirófano;1991;621,92
Galicia;Partos/camas de obstetricia;2000;..
Galicia;Partos/camas de obstetricia;1999;..
Galicia;Partos/camas de obstetricia;1998;..
Galicia;Partos/camas de obstetricia;1997;38,10
Galicia;Partos/camas de obstetricia;1996;37,27
Galicia;Partos/camas de obstetricia;1995;36,74
Galicia;Partos/camas de obstetricia;1994;38,73
Galicia;Partos/camas de obstetricia;1993;43,47
Galicia;Partos/camas de obstetricia;1992;38,40
Galicia;Partos/camas de obstetricia;1991;41,65
Galicia;Necropsias/1.000 fallecidos;2000;..
Galicia;Necropsias/1.000 fallecidos;1999;..
Galicia;Necropsias/1.000 fallecidos;1998;..
Galicia;Necropsias/1.000 fallecidos;1997;36,14
Galicia;Necropsias/1.000 fallecidos;1996;28,26
Galicia;Necropsias/1.000 fallecidos;1995;28,16
Galicia;Necropsias/1.000 fallecidos;1994;31,65
Galicia;Necropsias/1.000 fallecidos;1993;43,53
Galicia;Necropsias/1.000 fallecidos;1992;37,41
Galicia;Necropsias/1.000 fallecidos;1991;39,15
A Coruña;Grado de ocupación;2000;..
A Coruña;Grado de ocupación;1999;..
A Coruña;Grado de ocupación;1998;..
A Coruña;Grado de ocupación;1997;77,73
A Coruña;Grado de ocupación;1996;79,69
A Coruña;Grado de ocupación;1995;77,76
A Coruña;Grado de ocupación;1994;81,76
A Coruña;Grado de ocupación;1993;80,14
A Coruña;Grado de ocupación;1992;78,31
A Coruña;Grado de ocupación;1991;78,51
A Coruña;Promedio de estancias/enfermo;2000;..
A Coruña;Promedio de estancias/enfermo;1999;..
A Coruña;Promedio de estancias/enfermo;1998;..
A Coruña;Promedio de estancias/enfermo;1997;10,24
A Coruña;Promedio de estancias/enfermo;1996;11,03
A Coruña;Promedio de estancias/enfermo;1995;11,36
A Coruña;Promedio de estancias/enfermo;1994;11,61
A Coruña;Promedio de estancias/enfermo;1993;11,59
A Coruña;Promedio de estancias/enfermo;1992;12,83
A Coruña;Promedio de estancias/enfermo;1991;12,66
A Coruña;Índice de rotación;2000;..
A Coruña;Índice de rotación;1999;..
A Coruña;Índice de rotación;1998;..
A Coruña;Índice de rotación;1997;27,71
A Coruña;Índice de rotación;1996;26,38
A Coruña;Índice de rotación;1995;24,99
A Coruña;Índice de rotación;1994;25,70
A Coruña;Índice de rotación;1993;25,23
A Coruña;Índice de rotación;1992;22,28
A Coruña;Índice de rotación;1991;22,64
A Coruña;Actos quirúrgicos/quirófano;2000;..
A Coruña;Actos quirúrgicos/quirófano;1999;..
A Coruña;Actos quirúrgicos/quirófano;1998;..
A Coruña;Actos quirúrgicos/quirófano;1997;836,22
A Coruña;Actos quirúrgicos/quirófano;1996;795,75
A Coruña;Actos quirúrgicos/quirófano;1995;782,47
A Coruña;Actos quirúrgicos/quirófano;1994;661,95
A Coruña;Actos quirúrgicos/quirófano;1993;623,22
A Coruña;Actos quirúrgicos/quirófano;1992;689,95
A Coruña;Actos quirúrgicos/quirófano;1991;711,96
A Coruña;Partos/camas de obstetricia;2000;..
A Coruña;Partos/camas de obstetricia;1999;..
A Coruña;Partos/camas de obstetricia;1998;..
A Coruña;Partos/camas de obstetricia;1997;39,11
A Coruña;Partos/camas de obstetricia;1996;36,53
A Coruña;Partos/camas de obstetricia;1995;37,16
A Coruña;Partos/camas de obstetricia;1994;41,44
A Coruña;Partos/camas de obstetricia;1993;46,66
A Coruña;Partos/camas de obstetricia;1992;38,62
A Coruña;Partos/camas de obstetricia;1991;40,33
A Coruña;Necropsias/1.000 fallecidos;2000;..
A Coruña;Necropsias/1.000 fallecidos;1999;..
A Coruña;Necropsias/1.000 fallecidos;1998;..
A Coruña;Necropsias/1.000 fallecidos;1997;47,60
A Coruña;Necropsias/1.000 fallecidos;1996;36,38
A Coruña;Necropsias/1.000 fallecidos;1995;36,79
A Coruña;Necropsias/1.000 fallecidos;1994;36,56
A Coruña;Necropsias/1.000 fallecidos;1993;50,29
A Coruña;Necropsias/1.000 fallecidos;1992;53,10
A Coruña;Necropsias/1.000 fallecidos;1991;65,50
Lugo;Grado de ocupación;2000;..
Lugo;Grado de ocupación;1999;..
Lugo;Grado de ocupación;1998;..
Lugo;Grado de ocupación;1997;78,52
Lugo;Grado de ocupación;1996;81,84
Lugo;Grado de ocupación;1995;81,74
Lugo;Grado de ocupación;1994;72,59
Lugo;Grado de ocupación;1993;73,80
Lugo;Grado de ocupación;1992;75,26
Lugo;Grado de ocupación;1991;77,26
Lugo;Promedio de estancias/enfermo;2000;..
Lugo;Promedio de estancias/enfermo;1999;..
Lugo;Promedio de estancias/enfermo;1998;..
Lugo;Promedio de estancias/enfermo;1997;11,40
Lugo;Promedio de estancias/enfermo;1996;11,86
Lugo;Promedio de estancias/enfermo;1995;11,93
Lugo;Promedio de estancias/enfermo;1994;11,44
Lugo;Promedio de estancias/enfermo;1993;12,03
Lugo;Promedio de estancias/enfermo;1992;13,39
Lugo;Promedio de estancias/enfermo;1991;14,37
Lugo;Índice de rotación;2000;..
Lugo;Índice de rotación;1999;..
Lugo;Índice de rotación;1998;..
Lugo;Índice de rotación;1997;25,14
Lugo;Índice de rotación;1996;25,18
Lugo;Índice de rotación;1995;25,01
Lugo;Índice de rotación;1994;23,15
Lugo;Índice de rotación;1993;22,39
Lugo;Índice de rotación;1992;20,51
Lugo;Índice de rotación;1991;19,63
Lugo;Actos quirúrgicos/quirófano;2000;..
Lugo;Actos quirúrgicos/quirófano;1999;..
Lugo;Actos quirúrgicos/quirófano;1998;..
Lugo;Actos quirúrgicos/quirófano;1997;1.014,00
Lugo;Actos quirúrgicos/quirófano;1996;998,62
Lugo;Actos quirúrgicos/quirófano;1995;860,41
Lugo;Actos quirúrgicos/quirófano;1994;701,59
Lugo;Actos quirúrgicos/quirófano;1993;721,96
Lugo;Actos quirúrgicos/quirófano;1992;709,00
Lugo;Actos quirúrgicos/quirófano;1991;603,31
Lugo;Partos/camas de obstetricia;2000;..
Lugo;Partos/camas de obstetricia;1999;..
Lugo;Partos/camas de obstetricia;1998;..
Lugo;Partos/camas de obstetricia;1997;29,86
Lugo;Partos/camas de obstetricia;1996;28,61
Lugo;Partos/camas de obstetricia;1995;31,90
Lugo;Partos/camas de obstetricia;1994;31,84
Lugo;Partos/camas de obstetricia;1993;37,81
Lugo;Partos/camas de obstetricia;1992;31,94
Lugo;Partos/camas de obstetricia;1991;41,40
Lugo;Necropsias/1.000 fallecidos;2000;..
Lugo;Necropsias/1.000 fallecidos;1999;..
Lugo;Necropsias/1.000 fallecidos;1998;..
Lugo;Necropsias/1.000 fallecidos;1997;14,31
Lugo;Necropsias/1.000 fallecidos;1996;12,21
Lugo;Necropsias/1.000 fallecidos;1995;15,13
Lugo;Necropsias/1.000 fallecidos;1994;24,94
Lugo;Necropsias/1.000 fallecidos;1993;26,73
Lugo;Necropsias/1.000 fallecidos;1992;19,03
Lugo;Necropsias/1.000 fallecidos;1991;12,96
Ourense;Grado de ocupación;2000;..
Ourense;Grado de ocupación;1999;..
Ourense;Grado de ocupación;1998;..
Ourense;Grado de ocupación;1997;76,12
Ourense;Grado de ocupación;1996;75,07
Ourense;Grado de ocupación;1995;75,33
Ourense;Grado de ocupación;1994;74,61
Ourense;Grado de ocupación;1993;76,12
Ourense;Grado de ocupación;1992;74,33
Ourense;Grado de ocupación;1991;76,36
Ourense;Promedio de estancias/enfermo;2000;..
Ourense;Promedio de estancias/enfermo;1999;..
Ourense;Promedio de estancias/enfermo;1998;..
Ourense;Promedio de estancias/enfermo;1997;9,60
Ourense;Promedio de estancias/enfermo;1996;10,08
Ourense;Promedio de estancias/enfermo;1995;10,04
Ourense;Promedio de estancias/enfermo;1994;10,40
Ourense;Promedio de estancias/enfermo;1993;10,60
Ourense;Promedio de estancias/enfermo;1992;11,32
Ourense;Promedio de estancias/enfermo;1991;11,42
Ourense;Índice de rotación;2000;..
Ourense;Índice de rotación;1999;..
Ourense;Índice de rotación;1998;..
Ourense;Índice de rotación;1997;28,93
Ourense;Índice de rotación;1996;27,19
Ourense;Índice de rotación;1995;27,38
Ourense;Índice de rotación;1994;26,19
Ourense;Índice de rotación;1993;26,20
Ourense;Índice de rotación;1992;23,96
Ourense;Índice de rotación;1991;24,42
Ourense;Actos quirúrgicos/quirófano;2000;..
Ourense;Actos quirúrgicos/quirófano;1999;..
Ourense;Actos quirúrgicos/quirófano;1998;..
Ourense;Actos quirúrgicos/quirófano;1997;880,70
Ourense;Actos quirúrgicos/quirófano;1996;781,96
Ourense;Actos quirúrgicos/quirófano;1995;749,24
Ourense;Actos quirúrgicos/quirófano;1994;674,58
Ourense;Actos quirúrgicos/quirófano;1993;711,65
Ourense;Actos quirúrgicos/quirófano;1992;660,40
Ourense;Actos quirúrgicos/quirófano;1991;571,72
Ourense;Partos/camas de obstetricia;2000;..
Ourense;Partos/camas de obstetricia;1999;..
Ourense;Partos/camas de obstetricia;1998;..
Ourense;Partos/camas de obstetricia;1997;32,37
Ourense;Partos/camas de obstetricia;1996;30,52
Ourense;Partos/camas de obstetricia;1995;30,46
Ourense;Partos/camas de obstetricia;1994;28,04
Ourense;Partos/camas de obstetricia;1993;33,72
Ourense;Partos/camas de obstetricia;1992;19,98
Ourense;Partos/camas de obstetricia;1991;23,98
Ourense;Necropsias/1.000 fallecidos;2000;..
Ourense;Necropsias/1.000 fallecidos;1999;..
Ourense;Necropsias/1.000 fallecidos;1998;..
Ourense;Necropsias/1.000 fallecidos;1997;18,79
Ourense;Necropsias/1.000 fallecidos;1996;14,29
Ourense;Necropsias/1.000 fallecidos;1995;9,19
Ourense;Necropsias/1.000 fallecidos;1994;9,43
Ourense;Necropsias/1.000 fallecidos;1993;5,94
Ourense;Necropsias/1.000 fallecidos;1992;5,57
Ourense;Necropsias/1.000 fallecidos;1991;13,41
Pontevedra;Grado de ocupación;2000;..
Pontevedra;Grado de ocupación;1999;..
Pontevedra;Grado de ocupación;1998;..
Pontevedra;Grado de ocupación;1997;75,63
Pontevedra;Grado de ocupación;1996;80,97
Pontevedra;Grado de ocupación;1995;80,72
Pontevedra;Grado de ocupación;1994;79,65
Pontevedra;Grado de ocupación;1993;80,86
Pontevedra;Grado de ocupación;1992;79,57
Pontevedra;Grado de ocupación;1991;82,18
Pontevedra;Promedio de estancias/enfermo;2000;..
Pontevedra;Promedio de estancias/enfermo;1999;..
Pontevedra;Promedio de estancias/enfermo;1998;..
Pontevedra;Promedio de estancias/enfermo;1997;8,94
Pontevedra;Promedio de estancias/enfermo;1996;9,65
Pontevedra;Promedio de estancias/enfermo;1995;10,45
Pontevedra;Promedio de estancias/enfermo;1994;11,05
Pontevedra;Promedio de estancias/enfermo;1993;12,49
Pontevedra;Promedio de estancias/enfermo;1992;12,81
Pontevedra;Promedio de estancias/enfermo;1991;13,02
Pontevedra;Índice de rotación;2000;..
Pontevedra;Índice de rotación;1999;..
Pontevedra;Índice de rotación;1998;..
Pontevedra;Índice de rotación;1997;30,89
Pontevedra;Índice de rotación;1996;30,61
Pontevedra;Índice de rotación;1995;28,20
Pontevedra;Índice de rotación;1994;26,31
Pontevedra;Índice de rotación;1993;23,63
Pontevedra;Índice de rotación;1992;22,67
Pontevedra;Índice de rotación;1991;23,03
Pontevedra;Actos quirúrgicos/quirófano;2000;..
Pontevedra;Actos quirúrgicos/quirófano;1999;..
Pontevedra;Actos quirúrgicos/quirófano;1998;..
Pontevedra;Actos quirúrgicos/quirófano;1997;859,70
Pontevedra;Actos quirúrgicos/quirófano;1996;873,03
Pontevedra;Actos quirúrgicos/quirófano;1995;715,84
Pontevedra;Actos quirúrgicos/quirófano;1994;681,71
Pontevedra;Actos quirúrgicos/quirófano;1993;604,65
Pontevedra;Actos quirúrgicos/quirófano;1992;583,59
Pontevedra;Actos quirúrgicos/quirófano;1991;542,38
Pontevedra;Partos/camas de obstetricia;2000;..
Pontevedra;Partos/camas de obstetricia;1999;..
Pontevedra;Partos/camas de obstetricia;1998;..
Pontevedra;Partos/camas de obstetricia;1997;42,34
Pontevedra;Partos/camas de obstetricia;1996;45,09
Pontevedra;Partos/camas de obstetricia;1995;40,80
Pontevedra;Partos/camas de obstetricia;1994;43,30
Pontevedra;Partos/camas de obstetricia;1993;47,36
Pontevedra;Partos/camas de obstetricia;1992;56,79
Pontevedra;Partos/camas de obstetricia;1991;55,37
Pontevedra;Necropsias/1.000 fallecidos;2000;..
Pontevedra;Necropsias/1.000 fallecidos;1999;..
Pontevedra;Necropsias/1.000 fallecidos;1998;..
Pontevedra;Necropsias/1.000 fallecidos;1997;38,15
Pontevedra;Necropsias/1.000 fallecidos;1996;30,23
Pontevedra;Necropsias/1.000 fallecidos;1995;31,13
Pontevedra;Necropsias/1.000 fallecidos;1994;37,48
Pontevedra;Necropsias/1.000 fallecidos;1993;54,38
Pontevedra;Necropsias/1.000 fallecidos;1992;37,09
Pontevedra;Necropsias/1.000 fallecidos;1991;23,18
Madrid, Comunidad de;Grado de ocupación;2000;..
Madrid, Comunidad de;Grado de ocupación;1999;..
Madrid, Comunidad de;Grado de ocupación;1998;..
Madrid, Comunidad de;Grado de ocupación;1997;77,74
Madrid, Comunidad de;Grado de ocupación;1996;78,65
Madrid, Comunidad de;Grado de ocupación;1995;76,26
Madrid, Comunidad de;Grado de ocupación;1994;73,87
Madrid, Comunidad de;Grado de ocupación;1993;75,46
Madrid, Comunidad de;Grado de ocupación;1992;75,16
Madrid, Comunidad de;Grado de ocupación;1991;74,42
Madrid, Comunidad de;Promedio de estancias/enfermo;2000;..
Madrid, Comunidad de;Promedio de estancias/enfermo;1999;..
Madrid, Comunidad de;Promedio de estancias/enfermo;1998;..
Madrid, Comunidad de;Promedio de estancias/enfermo;1997;9,67
Madrid, Comunidad de;Promedio de estancias/enfermo;1996;9,90
Madrid, Comunidad de;Promedio de estancias/enfermo;1995;10,37
Madrid, Comunidad de;Promedio de estancias/enfermo;1994;10,57
Madrid, Comunidad de;Promedio de estancias/enfermo;1993;10,93
Madrid, Comunidad de;Promedio de estancias/enfermo;1992;11,17
Madrid, Comunidad de;Promedio de estancias/enfermo;1991;12,06
Madrid, Comunidad de;Índice de rotación;2000;..
Madrid, Comunidad de;Índice de rotación;1999;..
Madrid, Comunidad de;Índice de rotación;1998;..
Madrid, Comunidad de;Índice de rotación;1997;29,35
Madrid, Comunidad de;Índice de rotación;1996;29,00
Madrid, Comunidad de;Índice de rotación;1995;26,85
Madrid, Comunidad de;Índice de rotación;1994;25,50
Madrid, Comunidad de;Índice de rotación;1993;25,19
Madrid, Comunidad de;Índice de rotación;1992;24,56
Madrid, Comunidad de;Índice de rotación;1991;22,52
Madrid, Comunidad de;Actos quirúrgicos/quirófano;2000;..
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1999;..
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1998;..
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1997;1.105,06
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1996;1.072,00
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1995;986,45
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1994;889,25
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1993;863,46
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1992;805,97
Madrid, Comunidad de;Actos quirúrgicos/quirófano;1991;721,51
Madrid, Comunidad de;Partos/camas de obstetricia;2000;..
Madrid, Comunidad de;Partos/camas de obstetricia;1999;..
Madrid, Comunidad de;Partos/camas de obstetricia;1998;..
Madrid, Comunidad de;Partos/camas de obstetricia;1997;54,48
Madrid, Comunidad de;Partos/camas de obstetricia;1996;51,75
Madrid, Comunidad de;Partos/camas de obstetricia;1995;49,42
Madrid, Comunidad de;Partos/camas de obstetricia;1994;47,83
Madrid, Comunidad de;Partos/camas de obstetricia;1993;51,83
Madrid, Comunidad de;Partos/camas de obstetricia;1992;49,90
Madrid, Comunidad de;Partos/camas de obstetricia;1991;47,73
Madrid, Comunidad de;Necropsias/1.000 fallecidos;2000;..
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1999;..
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1998;..
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1997;52,68
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1996;56,77
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1995;53,40
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1994;60,44
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1993;54,71
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1992;62,22
Madrid, Comunidad de;Necropsias/1.000 fallecidos;1991;58,74
Murcia, Región de;Grado de ocupación;2000;..
Murcia, Región de;Grado de ocupación;1999;..
Murcia, Región de;Grado de ocupación;1998;..
Murcia, Región de;Grado de ocupación;1997;80,36
Murcia, Región de;Grado de ocupación;1996;78,20
Murcia, Región de;Grado de ocupación;1995;79,08
Murcia, Región de;Grado de ocupación;1994;74,15
Murcia, Región de;Grado de ocupación;1993;70,80
Murcia, Región de;Grado de ocupación;1992;68,13
Murcia, Región de;Grado de ocupación;1991;67,97
Murcia, Región de;Promedio de estancias/enfermo;2000;..
Murcia, Región de;Promedio de estancias/enfermo;1999;..
Murcia, Región de;Promedio de estancias/enfermo;1998;..
Murcia, Región de;Promedio de estancias/enfermo;1997;8,82
Murcia, Región de;Promedio de estancias/enfermo;1996;8,93
Murcia, Región de;Promedio de estancias/enfermo;1995;9,06
Murcia, Región de;Promedio de estancias/enfermo;1994;8,88
Murcia, Región de;Promedio de estancias/enfermo;1993;8,75
Murcia, Región de;Promedio de estancias/enfermo;1992;8,50
Murcia, Región de;Promedio de estancias/enfermo;1991;9,09
Murcia, Región de;Índice de rotación;2000;..
Murcia, Región de;Índice de rotación;1999;..
Murcia, Región de;Índice de rotación;1998;..
Murcia, Región de;Índice de rotación;1997;33,25
Murcia, Región de;Índice de rotación;1996;31,95
Murcia, Región de;Índice de rotación;1995;31,85
Murcia, Región de;Índice de rotación;1994;30,49
Murcia, Región de;Índice de rotación;1993;29,52
Murcia, Región de;Índice de rotación;1992;29,26
Murcia, Región de;Índice de rotación;1991;27,29
Murcia, Región de;Actos quirúrgicos/quirófano;2000;..
Murcia, Región de;Actos quirúrgicos/quirófano;1999;..
Murcia, Región de;Actos quirúrgicos/quirófano;1998;..
Murcia, Región de;Actos quirúrgicos/quirófano;1997;915,16
Murcia, Región de;Actos quirúrgicos/quirófano;1996;1.081,73
Murcia, Región de;Actos quirúrgicos/quirófano;1995;994,68
Murcia, Región de;Actos quirúrgicos/quirófano;1994;851,37
Murcia, Región de;Actos quirúrgicos/quirófano;1993;817,73
Murcia, Región de;Actos quirúrgicos/quirófano;1992;797,87
Murcia, Región de;Actos quirúrgicos/quirófano;1991;707,90
Murcia, Región de;Partos/camas de obstetricia;2000;..
Murcia, Región de;Partos/camas de obstetricia;1999;..
Murcia, Región de;Partos/camas de obstetricia;1998;..
Murcia, Región de;Partos/camas de obstetricia;1997;54,53
Murcia, Región de;Partos/camas de obstetricia;1996;49,10
Murcia, Región de;Partos/camas de obstetricia;1995;55,07
Murcia, Región de;Partos/camas de obstetricia;1994;50,26
Murcia, Región de;Partos/camas de obstetricia;1993;56,22
Murcia, Región de;Partos/camas de obstetricia;1992;51,80
Murcia, Región de;Partos/camas de obstetricia;1991;53,07
Murcia, Región de;Necropsias/1.000 fallecidos;2000;..
Murcia, Región de;Necropsias/1.000 fallecidos;1999;..
Murcia, Región de;Necropsias/1.000 fallecidos;1998;..
Murcia, Región de;Necropsias/1.000 fallecidos;1997;53,14
Murcia, Región de;Necropsias/1.000 fallecidos;1996;45,34
Murcia, Región de;Necropsias/1.000 fallecidos;1995;32,57
Murcia, Región de;Necropsias/1.000 fallecidos;1994;31,79
Murcia, Región de;Necropsias/1.000 fallecidos;1993;33,01
Murcia, Región de;Necropsias/1.000 fallecidos;1992;39,03
Murcia, Región de;Necropsias/1.000 fallecidos;1991;49,09
Navarra, Comunidad Foral;Grado de ocupación;2000;..
Navarra, Comunidad Foral;Grado de ocupación;1999;..
Navarra, Comunidad Foral;Grado de ocupación;1998;..
Navarra, Comunidad Foral;Grado de ocupación;1997;79,28
Navarra, Comunidad Foral;Grado de ocupación;1996;79,63
Navarra, Comunidad Foral;Grado de ocupación;1995;78,77
Navarra, Comunidad Foral;Grado de ocupación;1994;76,40
Navarra, Comunidad Foral;Grado de ocupación;1993;77,47
Navarra, Comunidad Foral;Grado de ocupación;1992;77,83
Navarra, Comunidad Foral;Grado de ocupación;1991;79,29
Navarra, Comunidad Foral;Promedio de estancias/enfermo;2000;..
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1999;..
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1998;..
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1997;10,13
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1996;10,28
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1995;10,73
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1994;10,72
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1993;11,59
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1992;12,16
Navarra, Comunidad Foral;Promedio de estancias/enfermo;1991;12,64
Navarra, Comunidad Foral;Índice de rotación;2000;..
Navarra, Comunidad Foral;Índice de rotación;1999;..
Navarra, Comunidad Foral;Índice de rotación;1998;..
Navarra, Comunidad Foral;Índice de rotación;1997;28,56
Navarra, Comunidad Foral;Índice de rotación;1996;28,27
Navarra, Comunidad Foral;Índice de rotación;1995;26,80
Navarra, Comunidad Foral;Índice de rotación;1994;26,00
Navarra, Comunidad Foral;Índice de rotación;1993;24,39
Navarra, Comunidad Foral;Índice de rotación;1992;23,37
Navarra, Comunidad Foral;Índice de rotación;1991;22,90
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;2000;..
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1999;..
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1998;..
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1997;850,72
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1996;792,78
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1995;763,44
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1994;738,89
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1993;731,36
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1992;645,40
Navarra, Comunidad Foral;Actos quirúrgicos/quirófano;1991;623,81
Navarra, Comunidad Foral;Partos/camas de obstetricia;2000;..
Navarra, Comunidad Foral;Partos/camas de obstetricia;1999;..
Navarra, Comunidad Foral;Partos/camas de obstetricia;1998;..
Navarra, Comunidad Foral;Partos/camas de obstetricia;1997;41,45
Navarra, Comunidad Foral;Partos/camas de obstetricia;1996;38,72
Navarra, Comunidad Foral;Partos/camas de obstetricia;1995;38,62
Navarra, Comunidad Foral;Partos/camas de obstetricia;1994;37,74
Navarra, Comunidad Foral;Partos/camas de obstetricia;1993;45,88
Navarra, Comunidad Foral;Partos/camas de obstetricia;1992;45,62
Navarra, Comunidad Foral;Partos/camas de obstetricia;1991;45,79
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;2000;..
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1999;..
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1998;..
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1997;119,24
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1996;101,48
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1995;107,50
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1994;101,41
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1993;128,60
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1992;155,84
Navarra, Comunidad Foral;Necropsias/1.000 fallecidos;1991;158,40
País Vasco;Grado de ocupación;2000;..
País Vasco;Grado de ocupación;1999;..
País Vasco;Grado de ocupación;1998;..
País Vasco;Grado de ocupación;1997;80,52
País Vasco;Grado de ocupación;1996;79,66
País Vasco;Grado de ocupación;1995;78,61
País Vasco;Grado de ocupación;1994;77,66
País Vasco;Grado de ocupación;1993;77,55
País Vasco;Grado de ocupación;1992;76,18
País Vasco;Grado de ocupación;1991;76,32
País Vasco;Promedio de estancias/enfermo;2000;..
País Vasco;Promedio de estancias/enfermo;1999;..
País Vasco;Promedio de estancias/enfermo;1998;..
País Vasco;Promedio de estancias/enfermo;1997;9,63
País Vasco;Promedio de estancias/enfermo;1996;9,89
País Vasco;Promedio de estancias/enfermo;1995;10,37
País Vasco;Promedio de estancias/enfermo;1994;10,82
País Vasco;Promedio de estancias/enfermo;1993;11,63
País Vasco;Promedio de estancias/enfermo;1992;12,25
País Vasco;Promedio de estancias/enfermo;1991;12,57
País Vasco;Índice de rotación;2000;..
País Vasco;Índice de rotación;1999;..
País Vasco;Índice de rotación;1998;..
País Vasco;Índice de rotación;1997;30,51
País Vasco;Índice de rotación;1996;29,38
País Vasco;Índice de rotación;1995;27,66
País Vasco;Índice de rotación;1994;26,19
País Vasco;Índice de rotación;1993;24,34
País Vasco;Índice de rotación;1992;22,70
País Vasco;Índice de rotación;1991;22,16
País Vasco;Actos quirúrgicos/quirófano;2000;..
País Vasco;Actos quirúrgicos/quirófano;1999;..
País Vasco;Actos quirúrgicos/quirófano;1998;..
País Vasco;Actos quirúrgicos/quirófano;1997;917,99
País Vasco;Actos quirúrgicos/quirófano;1996;927,06
País Vasco;Actos quirúrgicos/quirófano;1995;925,35
País Vasco;Actos quirúrgicos/quirófano;1994;884,44
País Vasco;Actos quirúrgicos/quirófano;1993;830,27
País Vasco;Actos quirúrgicos/quirófano;1992;770,83
País Vasco;Actos quirúrgicos/quirófano;1991;662,35
País Vasco;Partos/camas de obstetricia;2000;..
País Vasco;Partos/camas de obstetricia;1999;..
País Vasco;Partos/camas de obstetricia;1998;..
País Vasco;Partos/camas de obstetricia;1997;60,03
País Vasco;Partos/camas de obstetricia;1996;58,14
País Vasco;Partos/camas de obstetricia;1995;53,63
País Vasco;Partos/camas de obstetricia;1994;49,77
País Vasco;Partos/camas de obstetricia;1993;46,01
País Vasco;Partos/camas de obstetricia;1992;50,39
País Vasco;Partos/camas de obstetricia;1991;43,85
País Vasco;Necropsias/1.000 fallecidos;2000;..
País Vasco;Necropsias/1.000 fallecidos;1999;..
País Vasco;Necropsias/1.000 fallecidos;1998;..
País Vasco;Necropsias/1.000 fallecidos;1997;72,47
País Vasco;Necropsias/1.000 fallecidos;1996;72,98
País Vasco;Necropsias/1.000 fallecidos;1995;81,76
